Job_ID,Job_Title,Company,Location,Experience_Years,Education,Employment_Type,Salary_Min_LPA,Salary_Max_LPA,Required_Skills,Soft_Skills,Programming_Languages,Technologies,Industry,Work_Mode,Job_Posting_Date,Candidate_ID,Resume_Skills,Certifications,Target_Role
JOB0072,Business Analyst,BlueOrbit Technologies,Hyderabad,1,Master's Degree,Contract,6.2,10.0,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Azure, AWS","Critical Thinking, Teamwork, Analytical Thinking",SQL,"Power BI, AWS, Kubernetes",Consulting,Hybrid,2026-06-04,CAND0072,"Tableau, Azure, Communication, AWS, Excel",Microsoft Power BI,AI Engineer
JOB0073,Software Developer,DataSphere Analytics,Delhi,2,Master's Degree,Full-time,6.8,10.5,"Java, Python, SQL, Git, REST API, OOP, Jenkins, TensorFlow","Problem Solving, Teamwork, Communication","Java, Python, SQL","TensorFlow, Docker, React",Consulting,Onsite,2026-08-27,CAND0073,"Jenkins, Python, SQL, REST API, Java",Google Data Analytics,Software Developer
JOB0074,Business Analyst,CodeCraft India,Chennai,6,Bachelor's Degree,Full-time,7.8,10.8,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Jira, Spark","Time Management, Critical Thinking, Collaboration",SQL,"Databricks, Jira, Git",Manufacturing,Hybrid,2026-04-21,CAND0074,"Communication, Tableau, Excel, Requirements Analysis, Jira, Power BI",Azure Fundamentals,Business Analyst
JOB0075,Data Analyst,Vertex AI,Ahmedabad,1,Master's Degree,Internship,4.7,7.3,"Python, SQL, Excel, Power BI, Tableau, Statistics, PyTorch, Spark","Time Management, Teamwork, Critical Thinking","Python, SQL","Tableau, Docker, PyTorch",Banking,Remote,2026-02-07,CAND0075,"Statistics, Python, Power BI, PyTorch, SQL, Spark",AWS Certified,Cloud Engineer
JOB0076,ML Engineer,CloudPeak Systems,Chennai,4,Any Graduate,Contract,9.9,11.5,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, React, Excel","Problem Solving, Adaptability, Time Management","Python, SQL","Jenkins, Jira, TensorFlow",Telecom,Hybrid,2026-09-21,CAND0076,"SQL, React, PyTorch, Docker",Azure Fundamentals,ML Engineer
JOB0077,Cloud Engineer,CodeCraft India,Kolkata,4,B.Tech/B.E.,Internship,8.9,10.4,"AWS, Azure, Docker, Kubernetes, Linux, Python, C++, SQL","Communication, Critical Thinking, Teamwork","Python, C++, SQL","Spark, Git, Jenkins",Telecom,Hybrid,2026-05-16,CAND0077,"Azure, Kubernetes, Linux, Docker, AWS",Google Data Analytics,DevOps Engineer
JOB0078,Software Developer,InnoSoft Technologies,Ahmedabad,1,BCA/MCA,Internship,6.0,8.8,"Java, Python, SQL, Git, REST API, OOP, Tableau, Azure","Critical Thinking, Adaptability, Problem Solving","Java, Python, SQL","AWS, Kubernetes, Spark",Banking,Remote,2026-09-23,CAND0078,"Git, Azure, REST API, OOP, Tableau, SQL",AWS Certified,Software Developer
JOB0079,Web Developer,NextGen Digital,Pune,10,Any Graduate,Internship,8.8,11.2,"HTML, CSS, JavaScript, React, Git, REST API, Java, Docker","Collaboration, Adaptability, Leadership","JavaScript, Java","Jira, PyTorch, Excel",E-Commerce,Hybrid,2026-05-21,CAND0079,"Git, REST API, CSS, React, JavaScript",None,AI Engineer
JOB0080,Web Developer,DataSphere Analytics,Kolkata,8,Any Graduate,Full-time,8.4,12.1,"HTML, CSS, JavaScript, React, Git, REST API, AWS, Jira","Leadership, Communication, Analytical Thinking",JavaScript,"Databricks, Spark, Azure",Healthcare,Onsite,2026-03-12,CAND0080,"React, AWS, Git, JavaScript",None,Cloud Engineer
JOB0081,Data Engineer,TechNova Solutions,Pune,3,Any Graduate,Full-time,8.7,10.6,"Python, SQL, Spark, AWS, Docker, ETL, Jira, Databricks","Collaboration, Communication, Teamwork","Python, SQL","Docker, Jira, AWS",IT Services,Hybrid,2026-05-27,CAND0081,"Spark, AWS, ETL, Jira, Docker, Databricks, Python",Microsoft Power BI,Web Developer
JOB0082,ML Engineer,InnoSoft Technologies,Pune,0,BCA/MCA,Full-time,7.8,11.1,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Excel, R","Critical Thinking, Time Management, Analytical Thinking","Python, SQL, R","AWS, Power BI, Jenkins",Banking,Hybrid,2026-05-20,CAND0082,"Docker, PyTorch, SQL, R, Excel",Azure Fundamentals,ML Engineer
JOB0083,Software Developer,NextGen Digital,Noida,6,B.Tech/B.E.,Contract,8.3,10.1,"Java, Python, SQL, Git, REST API, OOP, PyTorch, Jira","Time Management, Analytical Thinking, Problem Solving","Java, Python, SQL","React, Jenkins, Databricks",IT Services,Hybrid,2026-01-04,CAND0083,"SQL, Python, Git",IBM Data Science,Software Developer
JOB0084,Business Analyst,CloudPeak Systems,Gurugram,5,Any Graduate,Contract,7.3,9.3,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, React, Azure","Adaptability, Critical Thinking, Collaboration",SQL,"Spark, Excel, Git",Healthcare,Onsite,2026-09-02,CAND0084,"Communication, Requirements Analysis, Excel, Power BI, Azure, Tableau, React",IBM Data Science,Business Analyst
JOB0085,DevOps Engineer,CloudPeak Systems,Chennai,4,Any Graduate,Contract,8.7,13.0,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Azure, JavaScript","Teamwork, Leadership, Analytical Thinking",JavaScript,"React, Kubernetes, Tableau",Retail,Hybrid,2026-03-18,CAND0085,"Linux, Azure, Git",None,DevOps Engineer
JOB0086,AI Engineer,Vertex AI,Chennai,3,Bachelor's Degree,Internship,10.0,13.2,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Docker, R","Communication, Teamwork, Leadership","Python, R","Power BI, TensorFlow, Docker",E-Commerce,Onsite,2026-01-24,CAND0086,"Python, TensorFlow, Deep Learning, R, Machine Learning",IBM Data Science,AI Engineer
JOB0087,Data Engineer,Quantix Systems,Noida,3,Any Graduate,Full-time,9.0,13.2,"Python, SQL, Spark, AWS, Docker, ETL, Databricks, R","Leadership, Communication, Adaptability","Python, SQL, R","Power BI, TensorFlow, Kubernetes",Retail,Hybrid,2026-04-02,CAND0087,"SQL, ETL, Databricks, Docker, R, Spark",Azure Fundamentals,Data Engineer
JOB0088,Data Engineer,InnoSoft Technologies,Pune,3,Bachelor's Degree,Internship,8.0,10.1,"Python, SQL, Spark, AWS, Docker, ETL, Git, TensorFlow","Communication, Critical Thinking, Time Management","Python, SQL","Git, Jenkins, Power BI",Healthcare,Remote,2026-05-04,CAND0088,"Python, Git, ETL",None,Data Engineer
JOB0089,Data Engineer,NextGen Digital,Bengaluru,4,Any Graduate,Full-time,9.3,13.1,"Python, SQL, Spark, AWS, Docker, ETL, R, TensorFlow","Adaptability, Time Management, Problem Solving","Python, SQL, R","Power BI, Spark, React",E-Commerce,Remote,2026-05-02,CAND0089,"Docker, SQL, ETL, TensorFlow",IBM Data Science,Business Analyst
JOB0090,Data Engineer,InnoSoft Technologies,Delhi,10,B.Tech/B.E.,Contract,12.2,15.7,"Python, SQL, Spark, AWS, Docker, ETL, C++, Power BI","Communication, Adaptability, Leadership","Python, SQL, C++","Spark, Databricks, AWS",Consulting,Onsite,2026-05-04,CAND0090,"ETL, Power BI, AWS, C++, SQL, Docker, Spark",AWS Certified,ML Engineer
JOB0091,Software Developer,InnoSoft Technologies,Kolkata,8,Any Graduate,Full-time,9.7,11.5,"Java, Python, SQL, Git, REST API, OOP, Jenkins, AWS","Critical Thinking, Leadership, Adaptability","Java, Python, SQL","Databricks, PyTorch, TensorFlow",IT Services,Onsite,2026-02-07,CAND0091,"Java, SQL, Git, REST API",Google Data Analytics,Software Developer
JOB0092,Data Scientist,NextGen Digital,Chennai,5,Any Graduate,Contract,10.1,12.8,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Java, Kubernetes","Critical Thinking, Teamwork, Adaptability","Python, SQL, Java","Jenkins, Kubernetes, Excel",Banking,Onsite,2026-06-07,CAND0092,"Statistics, Java, Machine Learning, Pandas",AWS Certified,AI Engineer
JOB0093,Business Analyst,BlueOrbit Technologies,Ahmedabad,4,BCA/MCA,Contract,6.5,8.4,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Java, Azure","Critical Thinking, Collaboration, Leadership","SQL, Java","AWS, Jenkins, Excel",Banking,Onsite,2026-05-06,CAND0093,"Java, Power BI, SQL, Requirements Analysis, Azure",Google Data Analytics,Software Developer
JOB0094,Cloud Engineer,CloudPeak Systems,Hyderabad,8,Bachelor's Degree,Internship,10.8,14.2,"AWS, Azure, Docker, Kubernetes, Linux, Python, C++, TensorFlow","Problem Solving, Communication, Teamwork","Python, C++","Spark, Kubernetes, PyTorch",IT Services,Remote,2026-07-31,CAND0094,"AWS, C++, TensorFlow",IBM Data Science,Cloud Engineer
JOB0095,DevOps Engineer,DataSphere Analytics,Pune,0,Any Graduate,Full-time,7.1,9.8,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, R, C++","Leadership, Collaboration, Time Management","R, C++","Spark, TensorFlow, PyTorch",EdTech,Hybrid,2026-04-02,CAND0095,"Git, C++, Kubernetes",None,Data Analyst
JOB0096,Business Analyst,TechNova Solutions,Mumbai,4,B.Tech/B.E.,Full-time,7.6,9.8,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Python, JavaScript","Critical Thinking, Adaptability, Analytical Thinking","SQL, Python, JavaScript","Excel, PyTorch, React",FinTech,Remote,2026-09-01,CAND0096,"Excel, JavaScript, Tableau",None,Data Engineer
JOB0097,Software Developer,DataSphere Analytics,Delhi,2,B.Tech/B.E.,Internship,7.1,10.7,"Java, Python, SQL, Git, REST API, OOP, Docker, R","Leadership, Adaptability, Analytical Thinking","Java, Python, SQL, R","Databricks, Spark, PyTorch",Consulting,Remote,2026-07-23,CAND0097,"Java, Python, SQL, R, Docker",Google Data Analytics,Software Developer
JOB0098,Data Scientist,AlphaByte Labs,Ahmedabad,0,Master's Degree,Contract,7.5,11.5,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, JavaScript, Jenkins","Problem Solving, Adaptability, Communication","Python, SQL, JavaScript","Excel, React, TensorFlow",Healthcare,Remote,2026-04-27,CAND0098,"JavaScript, Jenkins, Machine Learning, Python, Statistics",None,AI Engineer
JOB0099,Data Scientist,DataSphere Analytics,Bengaluru,3,Bachelor's Degree,Full-time,9.3,11.3,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Spark, TensorFlow","Adaptability, Critical Thinking, Time Management","Python, SQL","Spark, Databricks, Docker",FinTech,Onsite,2026-05-19,CAND0099,"Statistics, Machine Learning, Python, TensorFlow, NumPy, SQL",None,AI Engineer
JOB0100,Business Analyst,CloudPeak Systems,Delhi,7,BCA/MCA,Contract,7.6,10.3,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, TensorFlow, Jira","Critical Thinking, Problem Solving, Communication",SQL,"AWS, Docker, TensorFlow",Consulting,Hybrid,2026-03-28,CAND0100,"Tableau, Communication, TensorFlow",Microsoft Power BI,ML Engineer
JOB0101,Data Scientist,BlueOrbit Technologies,Chennai,8,Master's Degree,Internship,11.5,14.5,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Jenkins, Spark","Problem Solving, Time Management, Collaboration","Python, SQL","React, Jenkins, Azure",Manufacturing,Hybrid,2026-06-18,CAND0101,"Pandas, Spark, Python, SQL, Machine Learning, Statistics, NumPy",Google Data Analytics,Business Analyst
JOB0102,Data Engineer,CodeCraft India,Ahmedabad,5,B.Tech/B.E.,Internship,9.5,13.9,"Python, SQL, Spark, AWS, Docker, ETL, Jira, PyTorch","Collaboration, Communication, Analytical Thinking","Python, SQL","Kubernetes, Jenkins, Azure",Manufacturing,Hybrid,2026-04-13,CAND0102,"ETL, AWS, Spark, Jira",IBM Data Science,Data Engineer
JOB0103,Data Scientist,Quantix Systems,Ahmedabad,1,Master's Degree,Internship,7.8,10.1,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Jira, Java","Communication, Analytical Thinking, Critical Thinking","Python, SQL, Java","Databricks, Excel, Spark",Telecom,Remote,2026-07-25,CAND0103,"Jira, Java, Pandas, Python",None,AI Engineer
JOB0104,Data Scientist,Quantix Systems,Ahmedabad,1,Any Graduate,Internship,8.2,11.4,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Kubernetes, Jenkins","Leadership, Critical Thinking, Problem Solving","Python, SQL","Docker, Kubernetes, Excel",Telecom,Remote,2026-09-19,CAND0104,"Statistics, Kubernetes, Pandas, Python, NumPy, Jenkins",Azure Fundamentals,Data Scientist
JOB0105,ML Engineer,AlphaByte Labs,Gurugram,3,B.Tech/B.E.,Internship,9.2,13.5,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Databricks, Power BI","Critical Thinking, Analytical Thinking, Leadership","Python, SQL","Tableau, Kubernetes, Jenkins",Manufacturing,Hybrid,2026-06-09,CAND0105,"Machine Learning, Databricks, SQL",None,ML Engineer
JOB0106,Web Developer,BlueOrbit Technologies,Hyderabad,0,Master's Degree,Internship,4.4,6.2,"HTML, CSS, JavaScript, React, Git, REST API, Tableau, Azure","Problem Solving, Collaboration, Analytical Thinking",JavaScript,"Git, Docker, Jira",IT Services,Remote,2026-08-07,CAND0106,"React, Git, CSS, Tableau",Azure Fundamentals,ML Engineer
JOB0107,Software Developer,InnoSoft Technologies,Gurugram,3,Bachelor's Degree,Contract,7.2,9.3,"Java, Python, SQL, Git, REST API, OOP, JavaScript, Databricks","Critical Thinking, Analytical Thinking, Time Management","Java, Python, SQL, JavaScript","Docker, React, Databricks",Telecom,Onsite,2026-06-16,CAND0107,"Python, JavaScript, REST API",AWS Certified,ML Engineer
JOB0108,Business Analyst,CloudPeak Systems,Ahmedabad,6,Master's Degree,Contract,8.1,10.5,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, JavaScript, Kubernetes","Problem Solving, Adaptability, Leadership","SQL, JavaScript","AWS, Kubernetes, Git",Retail,Remote,2026-07-11,CAND0108,"SQL, Requirements Analysis, Kubernetes, Power BI, Excel, Tableau, JavaScript",IBM Data Science,Business Analyst
JOB0109,ML Engineer,BlueOrbit Technologies,Noida,2,Master's Degree,Contract,8.6,12.6,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Spark, Git","Problem Solving, Teamwork, Time Management","Python, SQL","Power BI, Excel, Jira",Healthcare,Hybrid,2026-07-29,CAND0109,"Python, Spark, TensorFlow, Git, PyTorch, Docker, SQL",None,Data Engineer
JOB0110,Web Developer,Vertex AI,Pune,1,B.Tech/B.E.,Contract,5.0,8.7,"HTML, CSS, JavaScript, React, Git, REST API, Kubernetes, Jenkins","Communication, Critical Thinking, Problem Solving",JavaScript,"PyTorch, Jira, Tableau",Manufacturing,Onsite,2026-04-22,CAND0110,"CSS, Git, HTML, JavaScript, Kubernetes, React",Google Data Analytics,Data Analyst
JOB0111,Software Developer,NextGen Digital,Delhi,1,Any Graduate,Contract,5.5,7.6,"Java, Python, SQL, Git, REST API, OOP, Excel, Databricks","Collaboration, Teamwork, Critical Thinking","Java, Python, SQL","Excel, Databricks, Docker",IT Services,Hybrid,2026-06-15,CAND0111,"Java, REST API, SQL, Excel",IBM Data Science,Software Developer
JOB0112,ML Engineer,Vertex AI,Ahmedabad,1,BCA/MCA,Internship,8.3,10.5,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Kubernetes, Azure","Analytical Thinking, Critical Thinking, Leadership","Python, SQL","PyTorch, React, Power BI",FinTech,Remote,2026-02-17,CAND0112,"Azure, Machine Learning, Docker, TensorFlow, PyTorch, Kubernetes",Microsoft Power BI,ML Engineer
JOB0113,Business Analyst,TechNova Solutions,Mumbai,2,Bachelor's Degree,Internship,5.9,8.0,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, TensorFlow, Python","Critical Thinking, Communication, Collaboration","SQL, Python","Databricks, Jira, AWS",Manufacturing,Hybrid,2026-06-25,CAND0113,"Requirements Analysis, TensorFlow, Power BI, Python, SQL",None,DevOps Engineer
JOB0114,Data Engineer,Vertex AI,Delhi,8,B.Tech/B.E.,Contract,11.2,13.6,"Python, SQL, Spark, AWS, Docker, ETL, React, Databricks","Teamwork, Collaboration, Communication","Python, SQL","Azure, Kubernetes, Tableau",E-Commerce,Remote,2026-01-27,CAND0114,"SQL, ETL, Spark, React, Python",Google Data Analytics,Data Engineer
JOB0115,Cloud Engineer,AlphaByte Labs,Delhi,0,B.Tech/B.E.,Contract,6.9,8.8,"AWS, Azure, Docker, Kubernetes, Linux, Python, R, Power BI","Problem Solving, Collaboration, Communication","Python, R","Spark, React, Power BI",Telecom,Remote,2026-06-10,CAND0115,"Docker, Kubernetes, AWS, Azure, R, Python",Google Data Analytics,Cloud Engineer
JOB0116,AI Engineer,AlphaByte Labs,Bengaluru,4,B.Tech/B.E.,Contract,9.9,12.6,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Jira, Spark","Teamwork, Leadership, Time Management",Python,"React, Databricks, Jenkins",Telecom,Hybrid,2026-08-08,CAND0116,"TensorFlow, Python, Jira, Machine Learning, NLP, Deep Learning",IBM Data Science,Data Engineer
JOB0117,Data Analyst,CodeCraft India,Pune,4,Any Graduate,Full-time,6.4,10.1,"Python, SQL, Excel, Power BI, Tableau, Statistics, Jenkins, PyTorch","Analytical Thinking, Collaboration, Teamwork","Python, SQL","Docker, Jira, React",Consulting,Hybrid,2026-09-13,CAND0117,"Python, Jenkins, SQL, Power BI, Tableau",Azure Fundamentals,Data Analyst
JOB0118,ML Engineer,Vertex AI,Pune,0,Any Graduate,Internship,8.2,9.7,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, C++, Java","Problem Solving, Time Management, Communication","Python, SQL, C++, Java","TensorFlow, Tableau, Spark",Healthcare,Onsite,2026-08-05,CAND0118,"Python, Java, PyTorch, Docker",Azure Fundamentals,Web Developer
JOB0119,Business Analyst,NextGen Digital,Bengaluru,2,Bachelor's Degree,Full-time,5.9,10.3,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Python, TensorFlow","Problem Solving, Communication, Teamwork","SQL, Python","Kubernetes, PyTorch, Spark",Retail,Remote,2026-01-29,CAND0119,"Excel, SQL, TensorFlow, Tableau",AWS Certified,Data Scientist
JOB0120,ML Engineer,CodeCraft India,Pune,6,Master's Degree,Contract,11.3,15.0,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Databricks, AWS","Collaboration, Analytical Thinking, Communication","Python, SQL","Kubernetes, Jira, React",E-Commerce,Hybrid,2026-05-15,CAND0120,"Python, TensorFlow, PyTorch",Google Data Analytics,ML Engineer
JOB0121,Web Developer,CloudPeak Systems,Mumbai,2,Any Graduate,Internship,5.5,7.1,"HTML, CSS, JavaScript, React, Git, REST API, Azure, C++","Adaptability, Leadership, Problem Solving","JavaScript, C++","Azure, Docker, Jenkins",Banking,Hybrid,2026-03-18,CAND0121,"React, HTML, C++",None,Business Analyst
JOB0122,DevOps Engineer,AlphaByte Labs,Hyderabad,4,BCA/MCA,Internship,9.5,11.5,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Python, TensorFlow","Time Management, Leadership, Critical Thinking",Python,"PyTorch, React, Kubernetes",Healthcare,Remote,2026-01-05,CAND0122,"Linux, AWS, TensorFlow, Python, Kubernetes, Docker, Git",Azure Fundamentals,Data Scientist
JOB0123,Software Developer,InnoSoft Technologies,Ahmedabad,8,B.Tech/B.E.,Contract,8.5,11.6,"Java, Python, SQL, Git, REST API, OOP, TensorFlow, Power BI","Critical Thinking, Communication, Teamwork","Java, Python, SQL","Jenkins, TensorFlow, Tableau",IT Services,Onsite,2026-02-23,CAND0123,"OOP, Java, Power BI",Azure Fundamentals,Data Engineer
JOB0124,Data Engineer,InnoSoft Technologies,Delhi,10,BCA/MCA,Contract,11.0,12.8,"Python, SQL, Spark, AWS, Docker, ETL, Databricks, Git","Adaptability, Analytical Thinking, Problem Solving","Python, SQL","Kubernetes, TensorFlow, Azure",FinTech,Onsite,2026-03-08,CAND0124,"Databricks, Python, Docker, ETL",Google Data Analytics,Data Analyst
JOB0125,DevOps Engineer,NextGen Digital,Pune,1,Bachelor's Degree,Full-time,7.5,9.9,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, TensorFlow, PyTorch","Time Management, Communication, Teamwork",Java,"AWS, Tableau, Jenkins",Healthcare,Hybrid,2026-08-26,CAND0125,"CI/CD, TensorFlow, Docker",Microsoft Power BI,AI Engineer
JOB0126,Cloud Engineer,DataSphere Analytics,Mumbai,2,Bachelor's Degree,Full-time,8.4,10.4,"AWS, Azure, Docker, Kubernetes, Linux, Python, Tableau, Databricks","Problem Solving, Leadership, Adaptability",Python,"Docker, PyTorch, Git",FinTech,Remote,2026-03-13,CAND0126,"Databricks, Linux, Python, Tableau, Azure, AWS",Azure Fundamentals,Cloud Engineer
JOB0127,Web Developer,CloudPeak Systems,Kolkata,10,Master's Degree,Internship,8.7,12.1,"HTML, CSS, JavaScript, React, Git, REST API, AWS, Power BI","Adaptability, Critical Thinking, Communication",JavaScript,"Docker, Git, Databricks",E-Commerce,Hybrid,2026-01-26,CAND0127,"CSS, AWS, JavaScript, HTML",Google Data Analytics,Data Analyst
JOB0128,ML Engineer,Vertex AI,Bengaluru,3,Master's Degree,Full-time,9.0,12.3,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Jenkins, Kubernetes","Collaboration, Leadership, Analytical Thinking","Python, SQL","Excel, Spark, Databricks",IT Services,Hybrid,2026-05-24,CAND0128,"PyTorch, SQL, TensorFlow, Kubernetes, Docker, Jenkins, Machine Learning",IBM Data Science,ML Engineer
JOB0129,Business Analyst,BlueOrbit Technologies,Ahmedabad,2,BCA/MCA,Internship,6.1,8.6,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, R, C++","Leadership, Problem Solving, Communication","SQL, R, C++","Azure, Git, Databricks",EdTech,Remote,2026-01-30,CAND0129,"Power BI, Excel, C++, Communication, SQL",IBM Data Science,Data Analyst
JOB0130,Data Analyst,CodeCraft India,Kolkata,7,B.Tech/B.E.,Internship,8.2,10.8,"Python, SQL, Excel, Power BI, Tableau, Statistics, React, Jenkins","Leadership, Critical Thinking, Time Management","Python, SQL","TensorFlow, AWS, Kubernetes",IT Services,Onsite,2026-06-30,CAND0130,"Excel, SQL, Tableau, Jenkins",None,Data Analyst
JOB0131,Software Developer,CloudPeak Systems,Kolkata,4,B.Tech/B.E.,Full-time,6.7,11.0,"Java, Python, SQL, Git, REST API, OOP, Kubernetes, Power BI","Collaboration, Analytical Thinking, Communication","Java, Python, SQL","PyTorch, Jenkins, Git",Consulting,Remote,2026-01-12,CAND0131,"SQL, Power BI, OOP, Python",None,Software Developer
JOB0132,Business Analyst,NextGen Digital,Delhi,1,B.Tech/B.E.,Full-time,5.1,9.4,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Jenkins, Jira","Communication, Adaptability, Critical Thinking",SQL,"Excel, React, Power BI",E-Commerce,Remote,2026-07-13,CAND0132,"Requirements Analysis, SQL, Jira, Communication, Power BI, Excel",AWS Certified,Business Analyst
JOB0133,DevOps Engineer,NextGen Digital,Hyderabad,8,B.Tech/B.E.,Internship,10.2,13.9,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Jenkins, TensorFlow","Teamwork, Analytical Thinking, Problem Solving",Python,"Jenkins, Power BI, Jira",Consulting,Hybrid,2026-01-06,CAND0133,"CI/CD, Kubernetes, Docker, Linux",IBM Data Science,Business Analyst
JOB0134,Data Engineer,NextGen Digital,Mumbai,3,BCA/MCA,Contract,9.0,11.6,"Python, SQL, Spark, AWS, Docker, ETL, Kubernetes, R","Teamwork, Collaboration, Problem Solving","Python, SQL, R","AWS, Docker, Databricks",FinTech,Remote,2026-01-18,CAND0134,"SQL, Kubernetes, AWS, Docker, R, Python",None,Data Engineer
JOB0135,Business Analyst,NextGen Digital,Hyderabad,3,Bachelor's Degree,Full-time,6.7,10.0,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, R, AWS","Adaptability, Critical Thinking, Teamwork","SQL, R","Power BI, PyTorch, Databricks",Consulting,Onsite,2026-05-25,CAND0135,"Power BI, Excel, R, AWS, SQL, Requirements Analysis",AWS Certified,Data Engineer
JOB0136,DevOps Engineer,BlueOrbit Technologies,Delhi,1,Bachelor's Degree,Internship,7.1,10.5,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, R, React","Collaboration, Adaptability, Teamwork",R,"PyTorch, Docker, Databricks",E-Commerce,Hybrid,2026-08-30,CAND0136,"React, R, Linux",None,Web Developer
JOB0137,Web Developer,Quantix Systems,Mumbai,2,Master's Degree,Internship,6.0,9.2,"HTML, CSS, JavaScript, React, Git, REST API, SQL, C++","Adaptability, Critical Thinking, Time Management","JavaScript, SQL, C++","Databricks, Azure, Kubernetes",EdTech,Onsite,2026-04-27,CAND0137,"CSS, HTML, REST API, JavaScript",Microsoft Power BI,Cloud Engineer
JOB0138,Data Analyst,Vertex AI,Hyderabad,8,B.Tech/B.E.,Internship,8.1,12.4,"Python, SQL, Excel, Power BI, Tableau, Statistics, Docker, Azure","Time Management, Analytical Thinking, Critical Thinking","Python, SQL","Databricks, Excel, Tableau",FinTech,Hybrid,2026-02-10,CAND0138,"Power BI, Docker, SQL, Statistics",Azure Fundamentals,Data Analyst
JOB0139,Data Engineer,Quantix Systems,Chennai,2,Master's Degree,Contract,7.9,12.0,"Python, SQL, Spark, AWS, Docker, ETL, Jira, JavaScript","Adaptability, Critical Thinking, Time Management","Python, SQL, JavaScript","React, Kubernetes, Power BI",E-Commerce,Hybrid,2026-05-27,CAND0139,"Jira, Python, AWS, SQL, Docker, Spark, JavaScript",Microsoft Power BI,Data Engineer
JOB0140,ML Engineer,NextGen Digital,Delhi,3,Master's Degree,Internship,10.0,13.6,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Java, Power BI","Teamwork, Leadership, Collaboration","Python, SQL, Java","TensorFlow, Jenkins, Kubernetes",Banking,Hybrid,2026-06-05,CAND0140,"Power BI, TensorFlow, Java",IBM Data Science,Data Analyst
JOB0141,Data Engineer,Quantix Systems,Kolkata,3,Bachelor's Degree,Full-time,9.0,11.7,"Python, SQL, Spark, AWS, Docker, ETL, Azure, TensorFlow","Leadership, Collaboration, Adaptability","Python, SQL","Power BI, Azure, Databricks",Manufacturing,Onsite,2026-03-11,CAND0141,"ETL, Azure, Python, Docker, SQL, TensorFlow",AWS Certified,Web Developer
JOB0142,Software Developer,BlueOrbit Technologies,Kolkata,6,Any Graduate,Contract,8.3,11.7,"Java, Python, SQL, Git, REST API, OOP, Spark, Excel","Analytical Thinking, Problem Solving, Adaptability","Java, Python, SQL","Databricks, TensorFlow, Jenkins",FinTech,Hybrid,2026-04-01,CAND0142,"Java, Python, SQL",None,AI Engineer
JOB0143,Data Engineer,BlueOrbit Technologies,Bengaluru,7,B.Tech/B.E.,Internship,10.6,12.7,"Python, SQL, Spark, AWS, Docker, ETL, Tableau, Azure","Communication, Leadership, Problem Solving","Python, SQL","React, Excel, TensorFlow",EdTech,Hybrid,2026-01-05,CAND0143,"AWS, ETL, SQL, Spark",Microsoft Power BI,Data Engineer
JOB0144,Business Analyst,DataSphere Analytics,Chennai,2,BCA/MCA,Internship,5.7,8.8,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, JavaScript, Git","Analytical Thinking, Time Management, Problem Solving","SQL, JavaScript","Git, Jenkins, Databricks",EdTech,Onsite,2026-09-04,CAND0144,"JavaScript, Communication, Excel, Requirements Analysis, Power BI, Tableau, SQL",Google Data Analytics,Business Analyst
